match,sentence
"[{""keyword"":""党委"",""positionStart"":139,""positionEnd"":141},{""keyword"":""党组"",""positionStart"":41,""positionEnd"":43},{""keyword"":""党组"",""positionStart"":83,""positionEnd"":85}]","自1996年起,历任兰州第二热电厂副厂长,兰州西固热电公司总经理,大唐甘肃发电公司党组成员、副总经理、工会主席,中国大唐集团公司计划与投融资部副主任,大唐甘肃发电公司党组书记、总经理,中国大唐集团公司计划营销部主任、安全生产部主任、总经理助理,大唐京津冀能源开发有限公司董事长、党委书记,大唐国际京津冀分公司负责人"
"[{""keyword"":""党委"",""positionStart"":98,""positionEnd"":100},{""keyword"":""党组"",""positionStart"":72,""positionEnd"":74}]","曾任职于中国人民银行贵州省分行,曾任中国工商银行贵州省分行信贷员副主任科员,中国工商银行贵州省分行国际业务部副主任、主任,中国工商银行贵阳市分行党组副书记、常务副行长,中国工商银行贵州省分行营业部党委委员、副总经理,贵阳市商业银行研究室副主任,中国人民银行成都分行贵阳金融监管办综合处秘书,贵州银监局法规处主任科员,贵阳市商业银行办公室副主任,贵阳市商业银行董(监)事会办公室主任,贵阳市商业银行董事会秘书、董事会办公室主任,贵阳银行董事会秘书、董事会办公室主任,贵阳银行成都分行行长"
"[{""keyword"":""党委"",""positionStart"":92,""positionEnd"":94},{""keyword"":""党组"",""positionStart"":37,""positionEnd"":39}]","曾任中国人民银行六盘水市分行稽核处副处长,中国人民银行六盘水市分行六枝支行党组成员、副行长,贵阳城市合作银行稽核审计部副经理(主持工作),贵阳市商业银行稽核审计部总经理,贵阳市商业银行党委委员、总稽核"
"[{""keyword"":""党委"",""positionStart"":31,""positionEnd"":33},{""keyword"":""党委"",""positionStart"":45,""positionEnd"":47},{""keyword"":""纪委"",""positionStart"":37,""positionEnd"":39}]",1998年1月至2000年12月任盘锦乙烯工业公司总经理助理、党委副书记、纪委书记(兼)、党委书记
"[{""keyword"":""中共"",""positionStart"":17,""positionEnd"":19},{""keyword"":""县委"",""positionStart"":21,""positionEnd"":23},{""keyword"":""县委"",""positionStart"":34,""positionEnd"":36}]",2000年12月至2013年4月任中共盘山县委副书记、副县长、县长、县委书记
"[{""keyword"":""党委"",""positionStart"":120,""positionEnd"":122},{""keyword"":""纪委"",""positionStart"":125,""positionEnd"":127}]","张启承先生于1987年7月在北京南湖渠砖厂参加工作,曾任北京市南湖实业公司副经理,北京市农房公司副经理,北京建筑材料集团总公司房地产开发公司副总会计师、财务部主任,北京金隅嘉业房地产开发公司财务总监、总会计师,北京金隅嘉业房地产开发有限公司党委书记、纪委书记、企业财务总监、工会主席等职务"
"[{""keyword"":""党委"",""positionStart"":48,""positionEnd"":50},{""keyword"":""党委"",""positionStart"":92,""positionEnd"":94},{""keyword"":""党委"",""positionStart"":143,""positionEnd"":145},{""keyword"":""党委"",""positionStart"":166,""positionEnd"":168},{""keyword"":""党组"",""positionStart"":107,""positionEnd"":109},{""keyword"":""纪委"",""positionStart"":148,""positionEnd"":150},{""keyword"":""纪委"",""positionStart"":171,""positionEnd"":173}]","自1999年起,历任山东黄岛发电厂计划部副主任、经营审计部主任、副总经济师,山东黄岛电力集团公司党委委员、副总经理,大唐山东发电有限公司济南代表处主任,大唐山东电力燃料有限公司总经理、党委书记,大唐山东发电有限公司党组秘书、总经理工作部主任、人力资源部主任,中国水利电力物资集团有限公司党委委员、纪委书记,大唐京津冀能源开发有限公司党委委员、纪委书记"
"[{""keyword"":""党委"",""positionStart"":14,""positionEnd"":16},{""keyword"":""纪委"",""positionStart"":19,""positionEnd"":21}]",现任大唐国际发电股份有限公司党委委员、纪委书记、工会主席
"[{""keyword"":""党委"",""positionStart"":82,""positionEnd"":84},{""keyword"":""党委"",""positionStart"":110,""positionEnd"":112},{""keyword"":""党委"",""positionStart"":186,""positionEnd"":188}]","曾任中国人民银行成都分行内审处系统审核科交流干部,中国人民银行铜仁地区分行稽查科副科长(正科级),中国人民银行毕节地区中心支行行长助理,中国人民银行黔东南州中心支行党委委员、行长助理,中国银行业监督管理委员会铜仁监管分局党委委员、副局长,中国银行业监督管理委员会贵州监管局财务会计处处长,中国银行业监督管理委员会贵州监管局法人金融机构非现场监管处处长,贵阳银行股份有限公司党委委员、监事长"
"[{""keyword"":""党组"",""positionStart"":32,""positionEnd"":34},{""keyword"":""党组"",""positionStart"":56,""positionEnd"":58},{""keyword"":""党组"",""positionStart"":116,""positionEnd"":118}]","自1996年起,历任保定热电厂副厂长、厂长,大唐河北发电有限公司党组成员、副总经理,大唐新疆发电有限公司总经理、党组书记,中国大唐集团有限公司规划发展部主任,中国大唐集团有限公司规划发展部主任兼中国大唐集团有限公司西藏分公司总经理、党组书记"
"[{""keyword"":""中央党校"",""positionStart"":54,""positionEnd"":58},{""keyword"":""支部"",""positionStart"":30,""positionEnd"":32}]",1998.07-2001.12北京市琉璃河水泥厂供应处处长、支部书记(其间:1998.08-2001.12在中央党校法律专业在职学习)
"[{""keyword"":""党委"",""positionStart"":32,""positionEnd"":34},{""keyword"":""党委"",""positionStart"":41,""positionEnd"":43}]","2005年5月至2013年5月,历任中信银行股份有限公司重庆分行党委委员、副行长、党委书记、副行长(主持工作)、行长"
"[{""keyword"":""中共"",""positionStart"":15,""positionEnd"":17},{""keyword"":""中央党校"",""positionStart"":20,""positionEnd"":24}]","杨毓,男,1962年12月生,中共党员,中央党校研究生学历,管理学博士,高级经济师"
"[{""keyword"":""党委"",""positionStart"":24,""positionEnd"":26},{""keyword"":""党委"",""positionStart"":60,""positionEnd"":62},{""keyword"":""党委"",""positionStart"":162,""positionEnd"":164},{""keyword"":""党委"",""positionStart"":174,""positionEnd"":176},{""keyword"":""党委"",""positionStart"":188,""positionEnd"":190},{""keyword"":""党组"",""positionStart"":121,""positionEnd"":123},{""keyword"":""党组"",""positionStart"":150,""positionEnd"":152}]","2011年4月起担任中国建设银行江苏省分行行长、党委书记,2006年7月至2011年3月担任中国建设银行河北省分行行长、党委书记,1982年8月至2006年7月在中国建设银行河南省分行工作,历任计划财务处科员、副处长,信阳地区中心支行副行长、党组成员,计划处处长,中介处处长,郑州市铁路专业支行行长、党组书记,郑州分行行长、党委书记,金水支行行长、党委书记,河南省分行副行长、党委副书记"
"[{""keyword"":""党委"",""positionStart"":152,""positionEnd"":154},{""keyword"":""党组"",""positionStart"":101,""positionEnd"":103},{""keyword"":""党组"",""positionStart"":133,""positionEnd"":135},{""keyword"":""党组"",""positionStart"":138,""positionEnd"":140}]","曾任大同第一热电厂副厂长,晋能大同能源发展公司副总经理,山西大唐平旺热电有限责任公司副总经理兼总会计师,山西大唐云冈热电有限责任公司副总经理兼总会计师,大唐陕西发电有限公司总会计师,大唐山东发电有限公司党组成员、副总经理、总会计师,中国大唐集团财务有限公司副总经理、党组成员,党组书记、副总经理,总经理、党委书记"
"[{""keyword"":""中共"",""positionStart"":25,""positionEnd"":27},{""keyword"":""共产党"",""positionStart"":57,""positionEnd"":60}]","吴东,男,汉族,1968年8月出生,籍贯山东烟台,中共党员,硕士研究生,高级政工师、经济师,1990年5月加入中国共产党,1991年7月毕业于福州大学管理系工业管理工程专业,同年7月参加工作,2005年8月毕业于北京大学政府管理学院MPA专业"
"[{""keyword"":""党委"",""positionStart"":249,""positionEnd"":251},{""keyword"":""党办"",""positionStart"":102,""positionEnd"":104},{""keyword"":""市委"",""positionStart"":129,""positionEnd"":131},{""keyword"":""市委"",""positionStart"":145,""positionEnd"":147},{""keyword"":""党群工作部"",""positionStart"":256,""positionEnd"":261}]","吴东先生历任北京市煤炭总公司企管处干部、驻上海煤炭交易所出市代表、组织人事部主任科员,北京通贸实业公司经理办公室文秘、山东鲁海珍品有限公司副经理、中外合资伊通特种胶管有限公司副经理、经理助理,北京绿洲饭店党办主任,北京市煤炭利用研究所开发筹备组成员职员,北京市委工业工委干部处主任科员,北京市委组织部经济干部处主任科员、副处级调研员、李炳华同志秘书(副处级,其间借调北京奥组委人事部)、李炳华同志秘书(正处级)、市直干部处副处长、调研员、宣教政法干部处处长、经济干部处处长,北京金隅集团有限责任公司党委书记助理、党群工作部部长"
"[{""keyword"":""共产党"",""positionStart"":55,""positionEnd"":58},{""keyword"":""中共中央党校"",""positionStart"":33,""positionEnd"":39},{""keyword"":""纪委"",""positionStart"":85,""positionEnd"":87}]","1981年12月在河北省邯郸水泥厂参加工作,1999年12月毕业于中共中央党校函授学院,2001年6月加入中国共产党,现任北京金隅集团有限责任公司(北京金隅股份有限公司)纪委副书记、纪检监察办公室主任"
"[{""keyword"":""党委"",""positionStart"":614,""positionEnd"":616},{""keyword"":""党委"",""positionStart"":661,""positionEnd"":663},{""keyword"":""中共中央党校"",""positionStart"":171,""positionEnd"":177},{""keyword"":""纪委"",""positionStart"":558,""positionEnd"":560},{""keyword"":""纪委"",""positionStart"":620,""positionEnd"":622},{""keyword"":""纪委"",""positionStart"":666,""positionEnd"":668},{""keyword"":""纪委"",""positionStart"":704,""positionEnd"":706}]","1981.12-1985.12河北省邯郸水泥厂(其间:1982.09-1985.09在河北广播电视大学中文专业在职大专学习),1985.12-1990.12河北省邯郸水泥厂教育处图书员,1990.12-1991.11河北省邯郸水泥厂职工学校教师,1991.11-2003.10河北太行集团劳动人事处干事(其间:1997.08-1999.12在中共中央党校函授学院经济管理专业在职大学学习),2003.10-2005.04河北太行华信公司工会主席助理,2005.04-2007.05河北太行华信公司工会副主席,2007.05-2008.07河北太行水泥股份有限公司邯郸经理部综合管理部部长,2008.07-2008.11河北太行水泥股份有限公司邯郸分公司综合管理部部长,2008.11-2011.04邯郸邯泥建材有限公司副经理(试用期半年),2011.04-2011.05邯郸邯泥建材有限公司副经理兼邯郸金隅太行水泥有限公司副经理,2011.05-2011.07邯郸邯泥建材有限公司副经理兼邯郸金隅太行水泥有限公司工会主席、副经理,2011.07-2011.11邯郸邯泥建材有限公司代理经理兼邯郸金隅太行水泥有限公司工会主席、副经理,2011.11-2011.12邯郸邯泥建材有限公司代理经理兼邯郸金隅太行水泥有限公司纪委书记、工会主席、副经理,2011.12-2012.12邯郸邯泥建材有限公司代理经理兼邯郸金隅太行水泥有限公司党委副书记、纪委书记、工会主席、副经理,2012.12-2016.12邯郸涉县金隅水泥有限公司党委书记、纪委书记,2016.12至今北京金隅集团有限责任公司(北京金隅股份有限公司)纪委副书记、纪检监察办公室主任"
"[{""keyword"":""党委"",""positionStart"":29,""positionEnd"":31},{""keyword"":""党委"",""positionStart"":51,""positionEnd"":53},{""keyword"":""党委"",""positionStart"":77,""positionEnd"":79},{""keyword"":""党委"",""positionStart"":103,""positionEnd"":105}]","曾任贵阳市政公司技术员、施工处副处长、生产安全技术处处长、党委委员、总工程师,贵阳金阳开发建设有限公司党委委员、副总经理,贵阳金阳建设投资(集团)有限公司党委委员、副总经理,贵阳金阳建设投资(集团)有限公司党委副书记、总经理"
"[{""keyword"":""中共"",""positionStart"":50,""positionEnd"":52},{""keyword"":""共产党"",""positionStart"":35,""positionEnd"":38},{""keyword"":""机关党委"",""positionStart"":81,""positionEnd"":85},{""keyword"":""党校"",""positionStart"":52,""positionEnd"":54}]","1982年11月在北京市琉璃河水泥厂参加工作,1991年12月加入中国共产党,2001年12月毕业于中共党校函授学院,现任北京金隅集团股份有限公司工会第一副主席、机关党委书记"
"[{""keyword"":""党委"",""positionStart"":66,""positionEnd"":68},{""keyword"":""党委"",""positionStart"":193,""positionEnd"":195},{""keyword"":""党委"",""positionStart"":219,""positionEnd"":221},{""keyword"":""机关党委"",""positionStart"":286,""positionEnd"":290},{""keyword"":""党支部"",""positionStart"":76,""positionEnd"":79},{""keyword"":""党支部"",""positionStart"":85,""positionEnd"":88},{""keyword"":""党支部"",""positionStart"":99,""positionEnd"":102},{""keyword"":""党总支"",""positionStart"":122,""positionEnd"":125},{""keyword"":""党总支"",""positionStart"":166,""positionEnd"":169},{""keyword"":""团委"",""positionStart"":43,""positionEnd"":45},{""keyword"":""团委"",""positionStart"":48,""positionEnd"":50},{""keyword"":""团委"",""positionStart"":54,""positionEnd"":56},{""keyword"":""团委"",""positionStart"":61,""positionEnd"":63},{""keyword"":""支部"",""positionStart"":124,""positionEnd"":126},{""keyword"":""纪委"",""positionStart"":91,""positionEnd"":93},{""keyword"":""纪委"",""positionStart"":199,""positionEnd"":201},{""keyword"":""纪委"",""positionStart"":224,""positionEnd"":226}]","庄振国先生自1982年11月至今,历任北京市琉璃河水泥厂烧成分厂工人、厂史办公室干部、团委干部、团委副书记、团委代理书记、团委书记、党委办公室主任兼机关党支部副书记、机关党支部书记、纪委副书记兼机关党支部书记、物业管理中心经理兼居民委员会主任、党总支部书记,北京市琉璃河物业管理有限公司董事长、总经理兼北京市琉璃河水泥厂居委会主任、党总支书记、老干部处处长,北京市琉璃河水泥厂厂长助理、党委副书记、纪委书记、工会主席,曲阳金隅水泥有限公司党委书记、纪委书记、工会主席,北京金隅集团有限责任公司(北京金隅股份有限公司)工会第一副主席,北京金隅集团股份有限公司工会第一副主席、机关党委书记"
"[{""keyword"":""党组"",""positionStart"":15,""positionEnd"":17},{""keyword"":""党组"",""positionStart"":27,""positionEnd"":29}]","中国国电集团公司董事、总经理、党组成员,董事、总经理、党组副书记,国电电力发展股份有限公司(600795.SH)董事长"
"[{""keyword"":""党委"",""positionStart"":136,""positionEnd"":138},{""keyword"":""机关党委"",""positionStart"":8,""positionEnd"":12},{""keyword"":""党总支"",""positionStart"":189,""positionEnd"":192},{""keyword"":""纪委"",""positionStart"":87,""positionEnd"":89},{""keyword"":""党群工作部"",""positionStart"":50,""positionEnd"":55}]","曾任内蒙古电管局机关党委、多经局办公室秘书,内蒙古蒙西硅电公司政工部部长,内蒙古岱海发电有限责任公司党群工作部副部长、总经理工作部部长、总经理助理,内蒙古岱海发电有限责任公司纪委书记、工会主席,北京京能国际能源股份有限公司综合管理部经理、副总裁,内蒙古岱海发电有限责任公司党委书记、总经理,北京京能热电股份有限公司总经理,北京京能电力股份有限公司(600578.SH)副董事长、党总支书记、总经理,北京京能煤电资产管理有限公司董事"
"[{""keyword"":""党委"",""positionStart"":58,""positionEnd"":60},{""keyword"":""党委"",""positionStart"":64,""positionEnd"":66}]","郭燕明先生于1985年8月在北京市建材制品总厂参加工作,曾任东陶机器(北京)有限公司总经理助理、副总经理,北京陶瓷厂党委副书记、党委书记,北京金隅集团有限责任公司总经理助理兼生产经营部经理、总经济师、北京金隅股份有限公司副总裁、副总经理等职务"
"[{""keyword"":""中共"",""positionStart"":79,""positionEnd"":81},{""keyword"":""中共"",""positionStart"":108,""positionEnd"":110},{""keyword"":""中共"",""positionStart"":125,""positionEnd"":127}]",近年先后被聘为国家出版基金评审专家(组长)、国家社会科学出版基金评审专家(组长)、中华学术外译项目评审专家(组长)、中国文化对外翻译出版工程评审专家(组长)、中共中央外宣办学术评审专家、中国图书对外推广计划评审专家、中共中央编译局学术专家委员会专家、中共中央编译局社会科学基金评审委员会委员、高级职称评审委员会委员
"[{""keyword"":""党委"",""positionStart"":17,""positionEnd"":19},{""keyword"":""党委"",""positionStart"":45,""positionEnd"":47}]","现任贵阳市投资控股(集团)有限公司党委委员、董事、副总经理,兼任贵阳市国有资产投资管理公司党委书记、执行董事"
"[{""keyword"":""党委"",""positionStart"":169,""positionEnd"":171},{""keyword"":""支部"",""positionStart"":35,""positionEnd"":37}]","曾任贵阳市建设综合开发有限公司副总经理,贵阳市建设资产经营公司副经理、支部书记,贵阳建设工程交易中心副主任,贵阳市金阳建设投资集团资产经营管理有限公司总经理,贵阳金阳大酒店总经理,贵阳金阳建设投资(集团)有限公司总经理助理,贵阳市金阳建设投资集团资产经营管理有限公司董事长,贵阳市资产投资经营管理有限公司董事长,贵阳市国有资产投资管理公司党委委员、副总经理"
"[{""keyword"":""党委"",""positionStart"":40,""positionEnd"":42},{""keyword"":""纪委"",""positionStart"":35,""positionEnd"":37}]","此前,谢志斌先生于2015年7月至2019年1月任中国光大集团股份公司纪委书记、党委委员"
"[{""keyword"":""党委"",""positionStart"":51,""positionEnd"":53},{""keyword"":""党委"",""positionStart"":74,""positionEnd"":76},{""keyword"":""党委"",""positionStart"":89,""positionEnd"":91}]","2001年10月至2011年3月历任中国出口信用保险公司人力资源部职员、总经理助理、副总经理、总经理(党委组织部部长助理、副部长、部长),深圳分公司党委书记,河北省分公司负责人、党委书记、总经理"
"[{""keyword"":""区委"",""positionStart"":113,""positionEnd"":115},{""keyword"":""纪委"",""positionStart"":147,""positionEnd"":149}]",社会兼职:广西壮族自治区政协常委、全国人大立法专家库专家、广西壮族自治区人民政府法律顾问委员会委员、中央统战部、司法部“同心律师服务团”成员、广西法官检察官惩戒委员会委员、中华全国律师协会刑事工作委员会委员、中国民主促进会广西区委员法制委员会主任、广西**知识分子联谊会名誉会长、广西壮族自治区纪委监察厅特邀监察员
"[{""keyword"":""市委"",""positionStart"":50,""positionEnd"":52},{""keyword"":""县委"",""positionStart"":40,""positionEnd"":42}]",2002年12月至2006年1月历任人民日报教科文部科技组副组长、青海湟源县挂职县委副书记、青海西宁市委挂职副秘书长
"[{""keyword"":""党委"",""positionStart"":50,""positionEnd"":52},{""keyword"":""纪委"",""positionStart"":56,""positionEnd"":58}]","历任上海罗氏制药有限公司董事、副总经理、上海三维制药有限公司董事总经理、上药集团原料药事业部副总裁、党委副书记、纪委书记、上海先灵葆雅制药有限公司副总经理、总经理顾问,默沙东中国总裁顾问,上海捷信医药科技股份有限公司独立董事"
"[{""keyword"":""中共"",""positionStart"":12,""positionEnd"":14},{""keyword"":""党校"",""positionStart"":17,""positionEnd"":19},{""keyword"":""支部"",""positionStart"":19,""positionEnd"":21}]",1992年至1999年任中共堰桥镇党校支部书记兼堰桥成人教育中心教师
"[{""keyword"":""中共"",""positionStart"":31,""positionEnd"":33},{""keyword"":""党委"",""positionStart"":48,""positionEnd"":50}]","葛云程先生,1965年10月出生,中国国籍,无境外永久居留权,中共党员,北京一轻控股有限责任公司党委常委,副总经理,理学硕士"
"[{""keyword"":""中共"",""positionStart"":11,""positionEnd"":13},{""keyword"":""党校"",""positionStart"":52,""positionEnd"":54},{""keyword"":""省委"",""positionStart"":50,""positionEnd"":52}]","许金新,男,中国国籍,中共党员,无境外永久居留权,1964年1月生,大学学历、大连理工大学EMBA,省委党校经济管理专业"
"[{""keyword"":""中共"",""positionStart"":60,""positionEnd"":62},{""keyword"":""党校"",""positionStart"":70,""positionEnd"":72},{""keyword"":""省委"",""positionStart"":64,""positionEnd"":66}]","崔霞女士,中国国籍,无境外永久居留权,1979年7月出生,硕士学历,2001年7月起进入雅安人事局工作,2010年至今在中共四川省委省直机关党校工作,法学专业副教授"
"[{""keyword"":""党委"",""positionStart"":36,""positionEnd"":38},{""keyword"":""纪委"",""positionStart"":42,""positionEnd"":44}]","曾任南京普天通信股份有限公司设计师、系统部总经理、总经理助理、副总经理、党委副书记、纪委书记、工会主席,华脉有限常务副总经理"
"[{""keyword"":""党委"",""positionStart"":12,""positionEnd"":14},{""keyword"":""党委"",""positionStart"":23,""positionEnd"":25},{""keyword"":""党总支"",""positionStart"":86,""positionEnd"":89},{""keyword"":""团委"",""positionStart"":18,""positionEnd"":20},{""keyword"":""纪委"",""positionStart"":28,""positionEnd"":30},{""keyword"":""纪委"",""positionStart"":64,""positionEnd"":66}]","广州酒家集团股份有限公司党委办主任、团委书记、党委委员、纪委副书记,现任广州酒家集团股份有限公司工会主席、总法律顾问、职工监事、纪委委员,兼任广州酒家集团利口福食品有限公司党总支书记"
"[{""keyword"":""纪委"",""positionStart"":21,""positionEnd"":23},{""keyword"":""纪委"",""positionStart"":55,""positionEnd"":57}]","曾任广州市国资委预算财务处副调研员,广州市纪委派驻市国资委纪检组副组长、市监察局派驻市国资委监察室主任,广州市纪委派驻市交委纪检组副组长兼综合室主任,现任广州地铁集团有限公司监事会主席、广州医药集团有限公司监事会主席"
"[{""keyword"":""党委"",""positionStart"":12,""positionEnd"":14},{""keyword"":""党委"",""positionStart"":41,""positionEnd"":43}]","广州酒家集团股份有限公司党委副书记、副董事长、总经理,现任广州酒家集团股份有限公司党委书记、董事长"
"[{""keyword"":""党委"",""positionStart"":16,""positionEnd"":18},{""keyword"":""党委"",""positionStart"":29,""positionEnd"":31},{""keyword"":""党委"",""positionStart"":52,""positionEnd"":54}]","历任华夏银行股份有限公司成都分行党委委员、副行长、南宁分行党委委员、副行长,广发银行股份有限公司成都分行党委委员、副行长,平安银行股份有限公司现代农业事业部副总裁,平安信托有限责任公司四川区域事业部总裁"
"[{""keyword"":""党务"",""positionStart"":34,""positionEnd"":36},{""keyword"":""党务"",""positionStart"":60,""positionEnd"":62},{""keyword"":""党群工作部"",""positionStart"":29,""positionEnd"":34},{""keyword"":""党群工作部"",""positionStart"":55,""positionEnd"":60}]","2011年3月至2014年3月,任海南海汽运输集团有限公司党群工作部党务管理主管、海南海汽运输集团股份有限公司党群工作部党务管理主管"
"[{""keyword"":""党务"",""positionStart"":34,""positionEnd"":36},{""keyword"":""党务"",""positionStart"":46,""positionEnd"":48},{""keyword"":""党群工作部"",""positionStart"":41,""positionEnd"":46},{""keyword"":""党群工作部"",""positionStart"":55,""positionEnd"":60}]","2014年3月至2020年5月,任海南海汽运输集团股份有限公司综合部党务管理主管、党群工作部党务管理高级主管、党群工作部副部长(主持工作)"
"[{""keyword"":""党委"",""positionStart"":33,""positionEnd"":35},{""keyword"":""党委"",""positionStart"":44,""positionEnd"":46},{""keyword"":""党委"",""positionStart"":74,""positionEnd"":76},{""keyword"":""机关党委"",""positionStart"":53,""positionEnd"":57}]","刘兆军先生历任中国石油大学炼制系政治辅导员、中国石油大学胜华炼油厂党委书记、中国石油大学党委统战部部长、校机关党委书记、中国石油大学山东石大科技集团党委书记,山东东营科技职业学院党建联络员、教育督导专员"
"[{""keyword"":""中共"",""positionStart"":18,""positionEnd"":20},{""keyword"":""区委"",""positionStart"":25,""positionEnd"":27}]",2017年荣获嘉兴市秀洲区人民政府、中共嘉兴市秀洲区委员会颁发的“工业发展杰出贡献奖”及中国纺织工业联合会颁发的“全国纺织行业水效推进先进个人”称号
"[{""keyword"":""中共"",""positionStart"":19,""positionEnd"":21},{""keyword"":""区委"",""positionStart"":26,""positionEnd"":28}]","2018年,荣获嘉兴市秀洲区人民政府、中共嘉兴市秀洲区委员会颁发的“优秀企业家”等荣誉"
"[{""keyword"":""党委"",""positionStart"":25,""positionEnd"":27},{""keyword"":""党委"",""positionStart"":51,""positionEnd"":53}]","现任瑞泰科技董事,中国建筑材料科学研究总院有限公司党委副书记,中国建材检验认证集团股份有限公司董事长、党委书记"
"[{""keyword"":""团委"",""positionStart"":39,""positionEnd"":41},{""keyword"":""党群工作部"",""positionStart"":51,""positionEnd"":56},{""keyword"":""党群工作部"",""positionStart"":78,""positionEnd"":83}]","先后任中国非金属矿工业公司综合管理部经理、投资发展部经理,中国中材集团有限公司团委书记、办公室副主任、党群工作部/企业文化宣传部副部长,中国中材股份有限公司党群工作部部长、工会副主席"
"[{""keyword"":""党委"",""positionStart"":18,""positionEnd"":20},{""keyword"":""纪委"",""positionStart"":81,""positionEnd"":83}]","罗龙先生现任成都燃气集团股份有限公司党委书记、董事长,历任成都市投资公司业务部副主任、成都城建投资管理集团有限责任公司纪检监察室副主任、纪检监察室主任、职工监事、纪委副书记"
"[{""keyword"":""党委"",""positionStart"":133,""positionEnd"":135},{""keyword"":""团委"",""positionStart"":67,""positionEnd"":69}]","徐林先生现任港华燃气有限公司高级副总裁,历任南京煤气公司基建办、煤气厂建设办公室技术员、工程师、组织科、综合计划科科员、南京煤气总公司团委书记、亚威管道液化气公司副总经理、煤气总公司市场发展部副部长、办公室主任、南京煤气总公司副总经理、南京港华燃气副总经理、董事长、党委书记"
"[{""keyword"":""党委"",""positionStart"":58,""positionEnd"":60},{""keyword"":""党委"",""positionStart"":64,""positionEnd"":66},{""keyword"":""团委"",""positionStart"":13,""positionEnd"":15}]","先后任秦皇岛玻璃工业设计院团委书记、工程师,秦皇岛玻璃工业研究设计院高级工程师、计划经营部副部长,常务副院长,院长、党委副书记,党委书记、院长"
"[{""keyword"":""党总支"",""positionStart"":84,""positionEnd"":87},{""keyword"":""党总支"",""positionStart"":106,""positionEnd"":109}]","项君先生现任华润燃气控股有限公司营运部总经理,历任淄博市焦化煤气公司技术科科员、副科长、输配处调度科副科长、科长、安全技术处处长、输配经营公司副经理、输配经营公司经理、党总支书记、淄博市诚信燃气有限公司副总经理、党总支书记、淄博华润燃气有限公司总经理、武汉华润燃气有限公司总经理、华润燃气控股有限公司市场客服部总经理"
"[{""keyword"":""县委"",""positionStart"":46,""positionEnd"":48},{""keyword"":""县委"",""positionStart"":56,""positionEnd"":58}]","熊莉娜女士现任成都燃气集团股份有限公司董事会秘书,历任蒲江县科委、蒲江县政府办公室科员、蒲江县委办公室干事、蒲江县委办公室综合科科长、成都市武侯城市发展投资有限责任公司职员、综合部副部长、综合部部长、成都城建投资管理集团有限责任公司综合办公室副主任"
"[{""keyword"":""党支部"",""positionStart"":108,""positionEnd"":111},{""keyword"":""党支部"",""positionStart"":156,""positionEnd"":159},{""keyword"":""党支部"",""positionStart"":177,""positionEnd"":180},{""keyword"":""党支部"",""positionStart"":196,""positionEnd"":199},{""keyword"":""党支部"",""positionStart"":220,""positionEnd"":223},{""keyword"":""党支部"",""positionStart"":236,""positionEnd"":239}]","万云先生现任成都燃气集团股份有限公司副总经理兼总工程师,历任中国市政工程西南设计院设计、助理工程师、工程师、科研所所长助理(正科级)、科研所副所长(副处级)、科研所副所长兼惠州设计处副处长(副处级)、惠州办事处处长兼党支部书记(正处级)、惠州办事处副主任、惠州办事处主任、中国市政工程西南设计研究院设计五室主任兼党支部书记、西安设计处处长、设计五室主任兼党支部书记、设计研究五所所长兼综合第二党支部书记、设计研究五所所长、设计研究五所所长兼党支部书记、第五设计研究院院长兼党支部书记"
"[{""keyword"":""党委"",""positionStart"":30,""positionEnd"":32},{""keyword"":""党委"",""positionStart"":46,""positionEnd"":48}]","2013年11月至2018年6月,任海南海汽投资控股有限公司党委委员、副总经理、总法律顾问、党委副书记、董事、总经理"
"[{""keyword"":""党委"",""positionStart"":25,""positionEnd"":27},{""keyword"":""党委"",""positionStart"":30,""positionEnd"":32}]","2018年6月至今,任海南海汽运输集团股份有限公司党委委员、党委副书记、董事、总经理"
"[{""keyword"":""党委"",""positionStart"":14,""positionEnd"":16},{""keyword"":""纪委"",""positionStart"":20,""positionEnd"":22}]","自2013年8月起,担任公司党委副书记、纪委书记"
"[{""keyword"":""党委"",""positionStart"":30,""positionEnd"":32},{""keyword"":""党委"",""positionStart"":58,""positionEnd"":60}]","先后任西安交通大学管理学院助教,讲师,副教授、校办副主任、院党委副书记,2012年至今任西安交通大学管理学院教授、院党委书记"
"[{""keyword"":""机关党委"",""positionStart"":51,""positionEnd"":55},{""keyword"":""党组"",""positionStart"":74,""positionEnd"":76}]","1997年3月至2016年5月,历任海口市中级人民法院书记员、助理审判员、执行局综合科副科长、审判员、机关党委办公室主任,海南省海口市琼山区人民法院党组成员、副院长"
"[{""keyword"":""党委"",""positionStart"":83,""positionEnd"":85},{""keyword"":""党委"",""positionStart"":128,""positionEnd"":130},{""keyword"":""党委"",""positionStart"":156,""positionEnd"":158},{""keyword"":""党委"",""positionStart"":182,""positionEnd"":184},{""keyword"":""省委"",""positionStart"":42,""positionEnd"":44}]","1987年至2017年9月,历任海南省定安县第二中学教师、定安县经济合作局科员、海南省委组织部企业组织处副主任科员、海南省企业稽察特派员管理处副主任科员、海南省国资委党委组织部(人事处)主任科员、副调研员及海南省国资委企干处调研员,海南海汽运输集团有限公司党委委员、副书记、工会主席,海南海汽运输集团股份有限公司党委委员、副书记、工会主席,海南海汽投资控股有限公司党委委员、副书记、工会主席、职工监事"
