tinySentence,matches
曾任中国建筑第三工程局工程总承包公司郑州分公司经理兼党委书记,"[""书记"",""经理""]"
兼任民盟新疆区委会青年委员会主任,"[""主任"",""委员""]"
副总经理工会副主席兼党委办公室主任：兵团市政路桥工程公司副总经理兼新疆兵团市政路桥有限公司党支部书记,"[""主任"",""书记"",""经理"",""经理""]"
副总经理工会副主席兼党委办公室主任：兵团市政路桥工程公司副总经理兼新疆兵团市政路桥有限公司党支部书记,"[""主任"",""书记"",""经理"",""经理""]"
现任海南港航控股有限公司党委工作部部长,"[""部长"",""工作""]"
深圳市盐田港集团有限公司党群工作部部长兼纪检监察室主任,"[""部长"",""主任"",""工作""]"
深圳市特区建设发展集团有限公司党群工作部部长,"[""部长"",""工作""]"
副校长党委副书记,"[""书记"",""校长""]"
担任广西财经学院副校长党委常委,"[""常委"",""校长""]"
十三届宁波市委员会常务委员,"[""委员"",""委员""]"
中国共产党上海市第九次代表大会代表,"[""代表"",""代表""]"
中共福建省第八次代表大会代表,"[""代表"",""代表""]"
毕业于中共中央党校函授学院经济管理专业,"[""专业"",""毕业""]"
南通市委组织部人才工作处副科级组织员,"[""员"",""工作""]"
中国民主促进会北京市委员会会员,"[""员"",""委员""]"
先后多次荣获龙口开发区优秀共产党员荣誉称号,"[""党员"",""荣获""]"
先后荣获烟台市优秀共产党员,"[""党员"",""荣获""]"
中国电子科技集团公司第二十二研究所党委副书记兼纪委书记,"[""书记"",""书记""]"
中国电子科技集团公司第二十二研究所党委副书记兼纪委书记,"[""书记"",""书记""]"
北京兆维科技股份有限公司总经理兼任分党委书记,"[""书记"",""经理""]"
曾任职常熟市人民政府副市长兼虞山镇党委书记,"[""书记"",""任职""]"
总经理兼党委书记,"[""书记"",""经理""]"
中国共产党临淄区第十二次代表大会代表,"[""代表"",""代表""]"
党群工作部副部长,"[""部长"",""工作""]"
现任党群工作部部长,"[""部长"",""工作""]"
毕业于中央党校函授学院经济管理专业,"[""专业"",""毕业""]"
党委组织部主任科员,"[""员"",""主任""]"
财政部驻广东专员办党组成员,"[""员"",""员""]"
最近五年历任海安联发棉纺有限公司支部书记兼综合办主任,"[""主任"",""书记""]"
长沙市委组织部农村整造工作组人员,"[""员"",""工作""]"
现任福建省电子信息集团总经理助理兼福建星网锐捷通讯股份有限公司党委书记,"[""书记"",""经理""]"
中国共产主义青年团福建省委员会常委,"[""委员"",""常委""]"
北京市委党校硕士研究生班经济专业毕业,"[""专业"",""研究生"",""毕业""]"
北京市委党校硕士研究生班经济专业毕业,"[""专业"",""研究生"",""毕业""]"
党组纪检组工作部/监察审计本部部长,"[""部长"",""工作""]"
历任中国海运(集团)总公司党组纪检组工作部/监察审计部部长,"[""部长"",""工作""]"
党组巡视工作领导小组办公室主任,"[""主任"",""领导"",""工作""]"
党委工作部部长,"[""部长"",""工作""]"
总经理办公室主任兼党委办公室主任,"[""主任"",""主任"",""经理""]"
党群工作部主任,"[""主任"",""工作""]"
任中远海运科技股份有限公司党委工作部部长,"[""部长"",""工作""]"
曾任中国民主建国会湖南省委员会秘书,"[""委员"",""秘书""]"
现任中国人民政治协商会议第十三届广州市委员会常委,"[""委员"",""常委""]"
中国共产党安阳市第十三届人民代表大会代表,"[""代表"",""代表""]"
金发科技股份有限公司总经理兼党委书记,"[""书记"",""经理""]"
中共四川省第九次代表大会代表,"[""代表"",""代表""]"
中国共产党成都市第十二次代表大会代表,"[""代表"",""代表""]"
中国共产党四川省第十次代表大会代表,"[""代表"",""代表""]"
成都市委授予的“抗震救灾优秀共产党员”光荣称号和四川省委,"[""党员"",""授予""]"
成都市委授予的“抗震救灾优秀共产党员”光荣称号和四川省委,"[""党员"",""授予""]"
成都市委授予的“抗震救灾优秀共产党员”光荣称号和四川省委,"[""党员"",""授予""]"
2009年担任中粮集团有限公司党群工作部高级组织专员,"[""员"",""工作""]"
2016年担任中粮信托有限责任公司党群工作部经理,"[""经理"",""工作""]"
2018年11月至今担任中粮资本投资有限公司党群工作部总经理助理,"[""经理"",""工作""]"
浙江省衢州市委办公室副主任科员,"[""员"",""主任""]"
上海有线电视台党政办公室秘书科科长,"[""科长"",""秘书""]"
2007年毕业于中共中央党校函授学院本科班经济管理专业,"[""专业"",""毕业""]"
被国资委党委授予“中央企业优秀共产党员”称号,"[""党员"",""授予""]"
被国资委党委授予“中央企业优秀共产党员”称号,"[""党员"",""授予""]"
中国民主促进会江苏省委经济与法律工作委员会副主任,"[""主任"",""委员"",""工作""]"
曾任省委宣传部讲师团副主任科员,"[""员"",""主任"",""讲师""]"
省委宣传部讲师团教研室副主任,"[""主任"",""讲师""]"
上海有色金属(集团)公司党委工作部主管,"[""主管"",""工作""]"
党委书记兼总经理,"[""书记"",""经理""]"
任南昌市人民政府金融工作办公室党组书记,"[""书记"",""工作""]"
2006年8月当选苏州市第十次党代会代表,"[""代表"",""当选""]"
2011年6月当选昆山市第十二次党代会代表,"[""代表"",""当选""]"
2011年9月当选苏州市第十一次党代会代表,"[""代表"",""当选""]"
2011年11月当选江苏省第十二次党代会代表,"[""代表"",""当选""]"
2017.11-2018.05任中国光大集团股份公司党务工作部副部长,"[""部长"",""工作""]"
团市委副主任科员,"[""员"",""主任""]"
总经理兼北京翠徽大厦股份有限公司党委书记,"[""书记"",""经理""]"
经理兼北京翠微大厦股份有限公司党委书记,"[""书记"",""经理""]"
经理兼北京翠微大厦股份有限公司党委书记,"[""书记"",""经理""]"
佛山市委党校第二期中青年干部研训班学员,"[""员"",""干部""]"
佛山市委党校第二期中青年干部研训班学员,"[""员"",""干部""]"
中国***革命委员会沧州市委员会副主任委员,"[""主任"",""委员"",""委员"",""委员""]"
中共山东省委员会法律专家库成员,"[""员"",""委员"",""专家""]"
中共山东省委员会法律专家库成员,"[""员"",""委员"",""专家""]"
党群工作部部长等职,"[""部长"",""工作""]"
中国民主促进会北京市委员会会员,"[""员"",""委员""]"
长城资产管理公司贵阳办事处副总经理兼党委副书记,"[""书记"",""经理""]"
总经理兼党委书记,"[""书记"",""经理""]"
总经理兼党支部书记,"[""书记"",""经理""]"
中国共产党焦作市第十届委员会委员,"[""委员"",""委员""]"
党委副书记(主持工作),"[""书记"",""工作""]"
九三学社湖北省委第七届妇女工作委员会委员,"[""委员"",""委员"",""工作""]"
中国共产党河南省第八届委员会候补委员,"[""委员"",""委员""]"
还担任中国人民政治协商会议第十三届佛山市顺德区委员会常务委员,"[""委员"",""委员""]"
党群工作处处长,"[""处长"",""工作""]"
“广州市海珠区委员会优秀政协委员”和“广州市优秀女企业家”,"[""委员"",""委员""]"
党支部书记和股东代表监事,"[""书记"",""代表""]"
中国民主促进会江苏省委经济与法律工作委员会副主任,"[""主任"",""委员"",""工作""]"
并任中国民主促进会河南省委员会法律工作委员会委员,"[""委员"",""委员"",""委员"",""工作""]"
副总经理以及上海阿尔斯通轨道交通车辆有限公司党总支书记,"[""书记"",""经理""]"
2017年9月至2019年3月任中国能源工程集团有限公司党委工作部副部长,"[""部长"",""工作""]"
2019年3月至2020年3月任苏州天沃科技股份有限公司党群工作部部长,"[""部长"",""工作""]"
中机国能电力工程有限公司党群工作部部长,"[""部长"",""工作""]"
2020年3月至今任苏州天沃科技股份有限公司党群工作部部长,"[""部长"",""工作""]"
现任中机国能电力工程有限公司党委书记兼总经理,"[""书记"",""经理""]"
安华农业保险股份有限公司党委副书记兼团委书记,"[""书记"",""书记""]"
安华农业保险股份有限公司党委副书记兼团委书记,"[""书记"",""书记""]"
党群工作部主任等职务,"[""主任"",""工作""]"
浙大玉泉校区党工委副书记管委会副主任,"[""主任"",""书记""]"
现任浙江大学控股集团党委委员兼战略发展部部长,"[""部长"",""委员""]"
1994年8月--1997年7月广东省委党校经济类研究生班半脱产读书并毕业,"[""研究生"",""毕业""]"
1994年8月--1997年7月广东省委党校经济类研究生班半脱产读书并毕业,"[""研究生"",""毕业""]"
2012年被中共福建省委人才工作领导小组评为“海西创业英才”,"[""领导"",""工作"",""评为""]"
2012年被中共福建省委人才工作领导小组评为“海西创业英才”,"[""领导"",""工作"",""评为""]"
党委书记及总经理,"[""书记"",""经理""]"
王震先生曾任河北经贸管理干部学院团委副书记,"[""书记"",""干部""]"
先后荣获“潍坊人民勋章”“潍坊市企业文化领军人物”“山东省优秀党务工作者”“富民兴鲁劳动奖章”“中国橡胶机械行业时代精英奖”“中国橡胶工业行业发展贡献奖”“全国科技创新创业人才”等荣誉称号,"[""工作"",""荣获""]"
中国有色金属进出口江苏公司总经理兼党支部书记,"[""书记"",""经理""]"
总经理工作部(党委办)秘书,"[""秘书"",""经理"",""工作""]"
总经理工作部(党委办)副主任,"[""主任"",""经理"",""工作""]"
党群工作部副主任(主持工作),"[""主任"",""工作"",""工作""]"
党群工作部主任,"[""主任"",""工作""]"
武汉大学新闻与传播学院本科生办公室主任兼团委书记,"[""主任"",""书记"",""本科生""]"
副总经理兼纪委书记,"[""书记"",""经理""]"
任华西能源工业股份有限公司党委副书记兼纪委书记,"[""书记"",""书记""]"
任华西能源工业股份有限公司党委副书记兼纪委书记,"[""书记"",""书记""]"
2016年3月至2017年5月任兰州市人民政府国有资产监督管理委员会党委书记,"[""书记"",""委员""]"
2018年10月至今任中国共产党北京雪迪龙科技股份有限公司总支部委员会书记,"[""书记"",""委员""]"
2018年10月至今任中国共产党北京雪迪龙科技股份有限公司总支部委员会书记,"[""书记"",""委员""]"
现任广东省广晟资产经营有限公司纪检监察室副主任兼东江环保股份有限公司纪委书记,"[""主任"",""书记""]"
在中央党校经济管理专业学习,"[""专业"",""学习""]"
担任西部证券党群工作部主任,"[""主任"",""工作""]"
彼为中国人民政治协商会议安徽省委员会委员,"[""委员"",""委员""]"
欣旺达电子股份有限公司党支部书记及欣旺达电动汽车电池有限公司副总经理等职务,"[""书记"",""经理""]"
中国民主建国会江西省委主委委员,"[""委员"",""主委""]"
九三省委教育文化委员会副主委,"[""委员"",""主委""]"
曾任中国社会科学院研究生院党委副书记,"[""书记"",""研究生""]"
2000年6月至2003年11月武汉理工大学团委副书记(期间2000年10月-2000年12月在中国青年政治学院高校团委书记培训班学习),"[""书记"",""书记"",""学习""]"
2000年6月至2003年11月武汉理工大学团委副书记(期间2000年10月-2000年12月在中国青年政治学院高校团委书记培训班学习),"[""书记"",""书记"",""学习""]"
2003年11月至2012年2月武汉理工大学机电工程学院党委副书记(期间2011年9月-2011年12月参加教育部学生事务管理在美国加州UCSD学习),"[""书记"",""学习""]"
现任中国共产党哈尔滨博实自动化股份有限公司委员会书记,"[""书记"",""委员""]"
兼任中国共产党哈尔滨江南园区企业综合委员会副书记,"[""书记"",""委员""]"
中国共产党东城街道第十一次代表大会代表,"[""代表"",""代表""]"
现任广东金莱特电器股份有限公司党支部书记及证券事务代表,"[""书记"",""代表""]"
曾任五常市委老干部局主任,"[""主任"",""干部""]"
